Year,Suburb,Sex,Age Group,Population
06/30/2015 12:00:00 AM,ACT South West,MALE,31-40,375
06/30/2015 12:00:00 AM,ACT South West,MALE,41-50,228
06/30/2015 12:00:00 AM,ACT South West,MALE,51-60,67
06/30/2015 12:00:00 AM,ACT South West,MALE,60+,68
06/30/2016 12:00:00 AM,ACT South West,FEMALE,0-10,385
06/30/2016 12:00:00 AM,ACT South West,FEMALE,11-20,231
06/30/2016 12:00:00 AM,ACT South West,FEMALE,21-30,804
06/30/2016 12:00:00 AM,ACT South West,FEMALE,31-40,552
06/30/2016 12:00:00 AM,ACT South West,FEMALE,41-50,291
06/30/2016 12:00:00 AM,ACT South West,FEMALE,51-60,98
06/30/2016 12:00:00 AM,ACT South West,FEMALE,60+,111
06/30/2016 12:00:00 AM,ACT South West,MALE,0-10,397
06/30/2016 12:00:00 AM,ACT South West,MALE,11-20,213
06/30/2016 12:00:00 AM,ACT South West,MALE,21-30,933
06/30/2016 12:00:00 AM,ACT South West,MALE,31-40,538
06/30/2016 12:00:00 AM,ACT South West,MALE,41-50,308
06/30/2016 12:00:00 AM,ACT South West,MALE,51-60,86
06/30/2016 12:00:00 AM,ACT South West,MALE,60+,90
06/30/2020 12:00:00 AM,Hall       ,FEMALE,0-10,13
06/30/2020 12:00:00 AM,Hall       ,FEMALE,11-20,25
06/30/2020 12:00:00 AM,Hall       ,FEMALE,21-30,11
06/30/2020 12:00:00 AM,Hall       ,FEMALE,31-40,29
06/30/2020 12:00:00 AM,Hall       ,FEMALE,41-50,24
06/30/2020 12:00:00 AM,Hall       ,FEMALE,51-60,23
06/30/2020 12:00:00 AM,Hall       ,FEMALE,60+,46
06/30/2020 12:00:00 AM,Hall       ,MALE,0-10,13
06/30/2020 12:00:00 AM,Hall       ,MALE,11-20,26
06/30/2020 12:00:00 AM,Hall       ,MALE,21-30,13
06/30/2020 12:00:00 AM,Hall       ,MALE,31-40,19
06/30/2020 12:00:00 AM,Hall       ,MALE,41-50,23
06/30/2020 12:00:00 AM,Hall       ,MALE,51-60,16
06/30/2020 12:00:00 AM,Hall       ,MALE,60+,58
06/30/2017 12:00:00 AM,ACT South West,FEMALE,0-10,508
06/30/2017 12:00:00 AM,ACT South West,FEMALE,11-20,266
06/30/2017 12:00:00 AM,ACT South West,FEMALE,21-30,1061
06/30/2017 12:00:00 AM,ACT South West,FEMALE,31-40,731
06/30/2017 12:00:00 AM,ACT South West,FEMALE,41-50,372
06/30/2017 12:00:00 AM,ACT South West,FEMALE,51-60,112
06/30/2017 12:00:00 AM,ACT South West,FEMALE,60+,145
06/30/2017 12:00:00 AM,ACT South West,MALE,0-10,517
06/30/2017 12:00:00 AM,ACT South West,MALE,11-20,257
06/30/2017 12:00:00 AM,ACT South West,MALE,21-30,1188
06/30/2017 12:00:00 AM,ACT South West,MALE,31-40,724
06/30/2017 12:00:00 AM,ACT South West,MALE,41-50,379
06/30/2017 12:00:00 AM,ACT South West,MALE,51-60,104
06/30/2017 12:00:00 AM,ACT South West,MALE,60+,106
06/30/2018 12:00:00 AM,ACT South West,FEMALE,0-10,640
06/30/2018 12:00:00 AM,ACT South West,FEMALE,11-20,306
06/30/2018 12:00:00 AM,ACT South West,FEMALE,21-30,1322
06/30/2018 12:00:00 AM,ACT South West,FEMALE,31-40,931
06/30/2018 12:00:00 AM,ACT South West,FEMALE,41-50,446
06/30/2018 12:00:00 AM,ACT South West,FEMALE,51-60,128
06/30/2018 12:00:00 AM,ACT South West,FEMALE,60+,171
06/30/2018 12:00:00 AM,ACT South West,MALE,0-10,653
06/30/2018 12:00:00 AM,ACT South West,MALE,11-20,295
06/30/2018 12:00:00 AM,ACT South West,MALE,21-30,1455
06/30/2018 12:00:00 AM,ACT South West,MALE,31-40,920
06/30/2018 12:00:00 AM,ACT South West,MALE,41-50,447
06/30/2018 12:00:00 AM,ACT South West,MALE,51-60,114
06/30/2018 12:00:00 AM,ACT South West,MALE,60+,126
06/30/2019 12:00:00 AM,ACT South West,FEMALE,0-10,782
06/30/2019 12:00:00 AM,ACT South West,FEMALE,11-20,344
06/30/2019 12:00:00 AM,ACT South West,FEMALE,21-30,1576
06/30/2019 12:00:00 AM,ACT South West,FEMALE,31-40,1146
06/30/2019 12:00:00 AM,ACT South West,FEMALE,41-50,520
06/30/2019 12:00:00 AM,ACT South West,FEMALE,51-60,141
06/30/2019 12:00:00 AM,ACT South West,FEMALE,60+,206
06/30/2019 12:00:00 AM,ACT South West,MALE,0-10,792
06/30/2019 12:00:00 AM,ACT South West,MALE,11-20,335
06/30/2019 12:00:00 AM,ACT South West,MALE,21-30,1719
06/30/2019 12:00:00 AM,ACT South West,MALE,31-40,1136
06/30/2019 12:00:00 AM,ACT South West,MALE,41-50,518
06/30/2019 12:00:00 AM,ACT South West,MALE,51-60,132
06/30/2019 12:00:00 AM,ACT South West,MALE,60+,152
06/30/2020 12:00:00 AM,ACT South West,FEMALE,0-10,933
06/30/2020 12:00:00 AM,ACT South West,FEMALE,11-20,384
06/30/2020 12:00:00 AM,ACT South West,FEMALE,21-30,1821
06/30/2020 12:00:00 AM,ACT South West,FEMALE,31-40,1381
06/30/2020 12:00:00 AM,ACT South West,FEMALE,41-50,594
06/30/2020 12:00:00 AM,ACT South West,FEMALE,51-60,160
06/30/2020 12:00:00 AM,ACT South West,FEMALE,60+,242
06/30/2020 12:00:00 AM,ACT South West,MALE,0-10,945
06/30/2020 12:00:00 AM,ACT South West,MALE,11-20,374
06/30/2020 12:00:00 AM,ACT South West,MALE,21-30,1980
06/30/2020 12:00:00 AM,ACT South West,MALE,31-40,1365
06/30/2020 12:00:00 AM,ACT South West,MALE,41-50,590
06/30/2020 12:00:00 AM,ACT South West,MALE,51-60,152
06/30/2020 12:00:00 AM,ACT South West,MALE,60+,179
06/30/2015 12:00:00 AM,Molonglo,FEMALE,0-10,1
06/30/2015 12:00:00 AM,Molonglo,FEMALE,11-20,0
06/30/2015 12:00:00 AM,Molonglo,FEMALE,21-30,1
06/30/2015 12:00:00 AM,Molonglo,FEMALE,31-40,0
06/30/2015 12:00:00 AM,Molonglo,FEMALE,41-50,7
06/30/2015 12:00:00 AM,Molonglo,FEMALE,51-60,2
06/30/2015 12:00:00 AM,Molonglo,FEMALE,60+,2
06/30/2015 12:00:00 AM,Molonglo,MALE,0-10,0
06/30/2015 12:00:00 AM,Molonglo,MALE,11-20,3
06/30/2015 12:00:00 AM,Molonglo,MALE,21-30,3
06/30/2015 12:00:00 AM,Molonglo,MALE,31-40,2
06/30/2015 12:00:00 AM,Molonglo,MALE,41-50,1
06/30/2015 12:00:00 AM,Molonglo,MALE,51-60,0
06/30/2015 12:00:00 AM,Molonglo,MALE,60+,6
06/30/2019 12:00:00 AM,Molonglo,FEMALE,0-10,122
06/30/2019 12:00:00 AM,Molonglo,FEMALE,11-20,52
06/30/2019 12:00:00 AM,Molonglo,FEMALE,21-30,244
06/30/2019 12:00:00 AM,Molonglo,FEMALE,31-40,179
06/30/2019 12:00:00 AM,Molonglo,FEMALE,41-50,88
06/30/2019 12:00:00 AM,Molonglo,FEMALE,51-60,24
06/30/2019 12:00:00 AM,Molonglo,FEMALE,60+,36
06/30/2019 12:00:00 AM,Molonglo,MALE,0-10,121
06/30/2019 12:00:00 AM,Molonglo,MALE,11-20,57
06/30/2019 12:00:00 AM,Molonglo,MALE,21-30,268
06/30/2019 12:00:00 AM,Molonglo,MALE,31-40,177
06/30/2019 12:00:00 AM,Molonglo,MALE,41-50,80
06/30/2019 12:00:00 AM,Molonglo,MALE,51-60,20
06/30/2019 12:00:00 AM,Molonglo,MALE,60+,29
06/30/2020 12:00:00 AM,Molonglo,FEMALE,0-10,157
06/30/2020 12:00:00 AM,Molonglo,FEMALE,11-20,65
06/30/2020 12:00:00 AM,Molonglo,FEMALE,21-30,308
06/30/2020 12:00:00 AM,Molonglo,FEMALE,31-40,234
06/30/2020 12:00:00 AM,Molonglo,FEMALE,41-50,108
06/30/2020 12:00:00 AM,Molonglo,FEMALE,51-60,29
06/30/2020 12:00:00 AM,Molonglo,FEMALE,60+,44
06/30/2020 12:00:00 AM,Molonglo,MALE,0-10,160
06/30/2020 12:00:00 AM,Molonglo,MALE,11-20,66
06/30/2020 12:00:00 AM,Molonglo,MALE,21-30,338
06/30/2020 12:00:00 AM,Molonglo,MALE,31-40,234
06/30/2020 12:00:00 AM,Molonglo,MALE,41-50,102
06/30/2020 12:00:00 AM,Molonglo,MALE,51-60,26
06/30/2020 12:00:00 AM,Molonglo,MALE,60+,40
06/30/2015 12:00:00 AM,Namadgi    ,FEMALE,0-10,2
06/30/2015 12:00:00 AM,Namadgi    ,FEMALE,11-20,1
06/30/2015 12:00:00 AM,Namadgi    ,FEMALE,21-30,3
06/30/2015 12:00:00 AM,Namadgi    ,FEMALE,31-40,1
06/30/2015 12:00:00 AM,Namadgi    ,FEMALE,41-50,1
06/30/2015 12:00:00 AM,Namadgi    ,FEMALE,51-60,2
06/30/2015 12:00:00 AM,Namadgi    ,FEMALE,60+,5
06/30/2015 12:00:00 AM,Namadgi    ,MALE,0-10,1
06/30/2015 12:00:00 AM,Namadgi    ,MALE,11-20,1
06/30/2015 12:00:00 AM,Namadgi    ,MALE,21-30,0
06/30/2015 12:00:00 AM,Namadgi    ,MALE,31-40,3
06/30/2015 12:00:00 AM,Namadgi    ,MALE,41-50,1
06/30/2015 12:00:00 AM,Namadgi    ,MALE,51-60,5
06/30/2015 12:00:00 AM,Namadgi    ,MALE,60+,5
06/30/2016 12:00:00 AM,Namadgi    ,FEMALE,0-10,2
06/30/2016 12:00:00 AM,Namadgi    ,FEMALE,11-20,1
06/30/2016 12:00:00 AM,Namadgi    ,FEMALE,21-30,3
06/30/2016 12:00:00 AM,Namadgi    ,FEMALE,31-40,1
06/30/2016 12:00:00 AM,Namadgi    ,FEMALE,41-50,1
06/30/2016 12:00:00 AM,Namadgi    ,FEMALE,51-60,2
06/30/2016 12:00:00 AM,Namadgi    ,FEMALE,60+,5
06/30/2016 12:00:00 AM,Namadgi    ,MALE,0-10,1
06/30/2016 12:00:00 AM,Namadgi    ,MALE,11-20,1
06/30/2016 12:00:00 AM,Namadgi    ,MALE,21-30,0
06/30/2016 12:00:00 AM,Namadgi    ,MALE,31-40,3
06/30/2016 12:00:00 AM,Namadgi    ,MALE,41-50,1
06/30/2016 12:00:00 AM,Namadgi    ,MALE,51-60,5
06/30/2016 12:00:00 AM,Namadgi    ,MALE,60+,5
06/30/2017 12:00:00 AM,Namadgi    ,FEMALE,0-10,2
06/30/2017 12:00:00 AM,Namadgi    ,FEMALE,11-20,1
06/30/2017 12:00:00 AM,Namadgi    ,FEMALE,21-30,3
06/30/2017 12:00:00 AM,Namadgi    ,FEMALE,31-40,1
06/30/2017 12:00:00 AM,Namadgi    ,FEMALE,41-50,1
06/30/2017 12:00:00 AM,Namadgi    ,FEMALE,51-60,2
06/30/2017 12:00:00 AM,Namadgi    ,FEMALE,60+,5
06/30/2017 12:00:00 AM,Namadgi    ,MALE,0-10,1
06/30/2017 12:00:00 AM,Namadgi    ,MALE,11-20,1
06/30/2017 12:00:00 AM,Namadgi    ,MALE,21-30,0
06/30/2017 12:00:00 AM,Namadgi    ,MALE,31-40,3
06/30/2017 12:00:00 AM,Namadgi    ,MALE,41-50,1
06/30/2017 12:00:00 AM,Namadgi    ,MALE,51-60,5
06/30/2017 12:00:00 AM,Namadgi    ,MALE,60+,5
06/30/2018 12:00:00 AM,Namadgi    ,FEMALE,0-10,2
06/30/2018 12:00:00 AM,Namadgi    ,FEMALE,11-20,1
06/30/2018 12:00:00 AM,Namadgi    ,FEMALE,21-30,3
06/30/2018 12:00:00 AM,Namadgi    ,FEMALE,31-40,1
06/30/2018 12:00:00 AM,Namadgi    ,FEMALE,41-50,1
06/30/2018 12:00:00 AM,Namadgi    ,FEMALE,51-60,2
06/30/2018 12:00:00 AM,Namadgi    ,FEMALE,60+,5
06/30/2018 12:00:00 AM,Namadgi    ,MALE,0-10,1
06/30/2018 12:00:00 AM,Namadgi    ,MALE,11-20,1
06/30/2018 12:00:00 AM,Namadgi    ,MALE,21-30,0
06/30/2018 12:00:00 AM,Namadgi    ,MALE,31-40,3
06/30/2018 12:00:00 AM,Namadgi    ,MALE,41-50,1
06/30/2018 12:00:00 AM,Namadgi    ,MALE,51-60,5
06/30/2018 12:00:00 AM,Namadgi    ,MALE,60+,5
06/30/2019 12:00:00 AM,Namadgi    ,FEMALE,0-10,2
06/30/2019 12:00:00 AM,Namadgi    ,FEMALE,11-20,1
06/30/2019 12:00:00 AM,Namadgi    ,FEMALE,21-30,3
06/30/2019 12:00:00 AM,Namadgi    ,FEMALE,31-40,1
06/30/2019 12:00:00 AM,Namadgi    ,FEMALE,41-50,1
06/30/2019 12:00:00 AM,Namadgi    ,FEMALE,51-60,2
06/30/2019 12:00:00 AM,Namadgi    ,FEMALE,60+,5
06/30/2019 12:00:00 AM,Namadgi    ,MALE,0-10,1
06/30/2019 12:00:00 AM,Namadgi    ,MALE,11-20,1
06/30/2019 12:00:00 AM,Namadgi    ,MALE,21-30,0
06/30/2019 12:00:00 AM,Namadgi    ,MALE,31-40,3
06/30/2019 12:00:00 AM,Namadgi    ,MALE,41-50,1
06/30/2019 12:00:00 AM,Namadgi    ,MALE,51-60,5
06/30/2019 12:00:00 AM,Namadgi    ,MALE,60+,5
06/30/2020 12:00:00 AM,Namadgi    ,FEMALE,0-10,2
06/30/2020 12:00:00 AM,Namadgi    ,FEMALE,11-20,1
06/30/2020 12:00:00 AM,Namadgi    ,FEMALE,21-30,3
06/30/2020 12:00:00 AM,Namadgi    ,FEMALE,31-40,1
06/30/2020 12:00:00 AM,Namadgi    ,FEMALE,41-50,1
06/30/2020 12:00:00 AM,Namadgi    ,FEMALE,51-60,2
06/30/2020 12:00:00 AM,Namadgi    ,FEMALE,60+,5
06/30/2020 12:00:00 AM,Namadgi    ,MALE,0-10,1
06/30/2020 12:00:00 AM,Namadgi    ,MALE,11-20,1
06/30/2020 12:00:00 AM,Namadgi    ,MALE,21-30,0
06/30/2020 12:00:00 AM,Namadgi    ,MALE,31-40,3
06/30/2020 12:00:00 AM,Namadgi    ,MALE,41-50,1
06/30/2020 12:00:00 AM,Namadgi    ,MALE,51-60,5
06/30/2020 12:00:00 AM,Namadgi    ,MALE,60+,5
06/30/2015 12:00:00 AM,ACT East,FEMALE,0-10,28
06/30/2015 12:00:00 AM,ACT East,FEMALE,11-20,55
06/30/2015 12:00:00 AM,ACT East,FEMALE,21-30,29
06/30/2015 12:00:00 AM,ACT East,FEMALE,31-40,29
06/30/2015 12:00:00 AM,ACT East,FEMALE,41-50,43
06/30/2015 12:00:00 AM,ACT East,FEMALE,51-60,68
06/30/2015 12:00:00 AM,ACT East,FEMALE,60+,100
06/30/2015 12:00:00 AM,ACT East,MALE,0-10,20
06/30/2015 12:00:00 AM,ACT East,MALE,11-20,72
06/30/2015 12:00:00 AM,ACT East,MALE,21-30,52
06/30/2015 12:00:00 AM,ACT East,MALE,31-40,54
06/30/2015 12:00:00 AM,ACT East,MALE,41-50,78
06/30/2015 12:00:00 AM,ACT East,MALE,51-60,93
06/30/2015 12:00:00 AM,ACT East,MALE,60+,148
06/30/2017 12:00:00 AM,Mitchell   ,FEMALE,0-10,0
06/30/2017 12:00:00 AM,Mitchell   ,FEMALE,11-20,0
06/30/2017 12:00:00 AM,Mitchell   ,FEMALE,21-30,1
06/30/2017 12:00:00 AM,Mitchell   ,FEMALE,31-40,1
06/30/2017 12:00:00 AM,Mitchell   ,FEMALE,41-50,0
06/30/2017 12:00:00 AM,Mitchell   ,FEMALE,51-60,2
06/30/2017 12:00:00 AM,Mitchell   ,FEMALE,60+,1
06/30/2017 12:00:00 AM,Mitchell   ,MALE,0-10,0
06/30/2017 12:00:00 AM,Mitchell   ,MALE,11-20,0
06/30/2017 12:00:00 AM,Mitchell   ,MALE,21-30,1
06/30/2017 12:00:00 AM,Mitchell   ,MALE,31-40,0
06/30/2017 12:00:00 AM,Mitchell   ,MALE,41-50,0
06/30/2017 12:00:00 AM,Mitchell   ,MALE,51-60,1
06/30/2017 12:00:00 AM,Mitchell   ,MALE,60+,2
06/30/2016 12:00:00 AM,ACT East,FEMALE,0-10,29
06/30/2016 12:00:00 AM,ACT East,FEMALE,11-20,51
06/30/2016 12:00:00 AM,ACT East,FEMALE,21-30,29
06/30/2016 12:00:00 AM,ACT East,FEMALE,31-40,29
06/30/2016 12:00:00 AM,ACT East,FEMALE,41-50,40
06/30/2016 12:00:00 AM,ACT East,FEMALE,51-60,69
06/30/2016 12:00:00 AM,ACT East,FEMALE,60+,104
06/30/2016 12:00:00 AM,ACT East,MALE,0-10,26
06/30/2016 12:00:00 AM,ACT East,MALE,11-20,73
06/30/2016 12:00:00 AM,ACT East,MALE,21-30,45
06/30/2016 12:00:00 AM,ACT East,MALE,31-40,51
06/30/2016 12:00:00 AM,ACT East,MALE,41-50,83
06/30/2016 12:00:00 AM,ACT East,MALE,51-60,84
06/30/2016 12:00:00 AM,ACT East,MALE,60+,155
06/30/2017 12:00:00 AM,ACT East,FEMALE,0-10,28
06/30/2017 12:00:00 AM,ACT East,FEMALE,11-20,52
06/30/2017 12:00:00 AM,ACT East,FEMALE,21-30,26
06/30/2017 12:00:00 AM,ACT East,FEMALE,31-40,32
06/30/2017 12:00:00 AM,ACT East,FEMALE,41-50,41
06/30/2017 12:00:00 AM,ACT East,FEMALE,51-60,65
06/30/2017 12:00:00 AM,ACT East,FEMALE,60+,106
06/30/2017 12:00:00 AM,ACT East,MALE,0-10,31
06/30/2017 12:00:00 AM,ACT East,MALE,11-20,70
06/30/2017 12:00:00 AM,ACT East,MALE,21-30,44
06/30/2017 12:00:00 AM,ACT East,MALE,31-40,51
06/30/2017 12:00:00 AM,ACT East,MALE,41-50,80
06/30/2017 12:00:00 AM,ACT East,MALE,51-60,85
06/30/2017 12:00:00 AM,ACT East,MALE,60+,157
06/30/2018 12:00:00 AM,ACT East,FEMALE,0-10,27
06/30/2018 12:00:00 AM,ACT East,FEMALE,11-20,52
06/30/2018 12:00:00 AM,ACT East,FEMALE,21-30,26
06/30/2018 12:00:00 AM,ACT East,FEMALE,31-40,32
06/30/2018 12:00:00 AM,ACT East,FEMALE,41-50,42
06/30/2018 12:00:00 AM,ACT East,FEMALE,51-60,64
06/30/2018 12:00:00 AM,ACT East,FEMALE,60+,107
06/30/2018 12:00:00 AM,ACT East,MALE,0-10,34
06/30/2018 12:00:00 AM,ACT East,MALE,11-20,66
06/30/2018 12:00:00 AM,ACT East,MALE,21-30,47
06/30/2018 12:00:00 AM,ACT East,MALE,31-40,51
06/30/2018 12:00:00 AM,ACT East,MALE,41-50,79
06/30/2018 12:00:00 AM,ACT East,MALE,51-60,86
06/30/2018 12:00:00 AM,ACT East,MALE,60+,154
06/30/2019 12:00:00 AM,ACT East,FEMALE,0-10,28
06/30/2019 12:00:00 AM,ACT East,FEMALE,11-20,48
06/30/2019 12:00:00 AM,ACT East,FEMALE,21-30,24
06/30/2019 12:00:00 AM,ACT East,FEMALE,31-40,33
06/30/2019 12:00:00 AM,ACT East,FEMALE,41-50,42
06/30/2019 12:00:00 AM,ACT East,FEMALE,51-60,66
06/30/2019 12:00:00 AM,ACT East,FEMALE,60+,108
06/30/2019 12:00:00 AM,ACT East,MALE,0-10,38
06/30/2019 12:00:00 AM,ACT East,MALE,11-20,64
06/30/2019 12:00:00 AM,ACT East,MALE,21-30,45
06/30/2019 12:00:00 AM,ACT East,MALE,31-40,50
06/30/2019 12:00:00 AM,ACT East,MALE,41-50,77
06/30/2019 12:00:00 AM,ACT East,MALE,51-60,88
06/30/2019 12:00:00 AM,ACT East,MALE,60+,154
06/30/2020 12:00:00 AM,ACT East,FEMALE,0-10,28
06/30/2020 12:00:00 AM,ACT East,FEMALE,11-20,44
06/30/2020 12:00:00 AM,ACT East,FEMALE,21-30,21
06/30/2020 12:00:00 AM,ACT East,FEMALE,31-40,35
06/30/2020 12:00:00 AM,ACT East,FEMALE,41-50,45
06/30/2020 12:00:00 AM,ACT East,FEMALE,51-60,62
06/30/2020 12:00:00 AM,ACT East,FEMALE,60+,113
06/30/2020 12:00:00 AM,ACT East,MALE,0-10,41
06/30/2020 12:00:00 AM,ACT East,MALE,11-20,60
06/30/2020 12:00:00 AM,ACT East,MALE,21-30,44
06/30/2020 12:00:00 AM,ACT East,MALE,31-40,49
06/30/2020 12:00:00 AM,ACT East,MALE,41-50,76
06/30/2020 12:00:00 AM,ACT East,MALE,51-60,91
06/30/2020 12:00:00 AM,ACT East,MALE,60+,154
06/30/2015 12:00:00 AM,Hume       ,FEMALE,0-10,2
06/30/2015 12:00:00 AM,Hume       ,FEMALE,11-20,1
06/30/2015 12:00:00 AM,Hume       ,FEMALE,21-30,4
06/30/2015 12:00:00 AM,Hume       ,FEMALE,31-40,5
06/30/2015 12:00:00 AM,Hume       ,FEMALE,41-50,8
06/30/2015 12:00:00 AM,Hume       ,FEMALE,51-60,0
06/30/2015 12:00:00 AM,Hume       ,FEMALE,60+,12
06/30/2015 12:00:00 AM,Hume       ,MALE,0-10,0
06/30/2015 12:00:00 AM,Hume       ,MALE,11-20,1
06/30/2015 12:00:00 AM,Hume       ,MALE,21-30,100
06/30/2015 12:00:00 AM,Hume       ,MALE,31-40,95
06/30/2015 12:00:00 AM,Hume       ,MALE,41-50,50
06/30/2015 12:00:00 AM,Hume       ,MALE,51-60,22
06/30/2015 12:00:00 AM,Hume       ,MALE,60+,20
06/30/2016 12:00:00 AM,Hume       ,FEMALE,0-10,2
06/30/2016 12:00:00 AM,Hume       ,FEMALE,11-20,1
06/30/2016 12:00:00 AM,Hume       ,FEMALE,21-30,4
06/30/2016 12:00:00 AM,Hume       ,FEMALE,31-40,5
06/30/2016 12:00:00 AM,Hume       ,FEMALE,41-50,8
06/30/2016 12:00:00 AM,Hume       ,FEMALE,51-60,0
06/30/2016 12:00:00 AM,Hume       ,FEMALE,60+,12
06/30/2016 12:00:00 AM,Hume       ,MALE,0-10,0
06/30/2016 12:00:00 AM,Hume       ,MALE,11-20,1
06/30/2016 12:00:00 AM,Hume       ,MALE,21-30,100
06/30/2016 12:00:00 AM,Hume       ,MALE,31-40,95
06/30/2016 12:00:00 AM,Hume       ,MALE,41-50,50
06/30/2016 12:00:00 AM,Hume       ,MALE,51-60,22
06/30/2016 12:00:00 AM,Hume       ,MALE,60+,20
06/30/2017 12:00:00 AM,Hume       ,FEMALE,0-10,2
06/30/2017 12:00:00 AM,Hume       ,FEMALE,11-20,1
06/30/2017 12:00:00 AM,Hume       ,FEMALE,21-30,4
06/30/2017 12:00:00 AM,Hume       ,FEMALE,31-40,5
06/30/2017 12:00:00 AM,Hume       ,FEMALE,41-50,8
06/30/2017 12:00:00 AM,Hume       ,FEMALE,51-60,0
06/30/2017 12:00:00 AM,Hume       ,FEMALE,60+,12
06/30/2017 12:00:00 AM,Hume       ,MALE,0-10,0
06/30/2017 12:00:00 AM,Hume       ,MALE,11-20,1
06/30/2017 12:00:00 AM,Hume       ,MALE,21-30,100
06/30/2017 12:00:00 AM,Hume       ,MALE,31-40,95
06/30/2017 12:00:00 AM,Hume       ,MALE,41-50,50
06/30/2017 12:00:00 AM,Hume       ,MALE,51-60,22
06/30/2017 12:00:00 AM,Hume       ,MALE,60+,20
06/30/2015 12:00:00 AM,Amaroo     ,FEMALE,0-10,617
06/30/2015 12:00:00 AM,Amaroo     ,FEMALE,11-20,443
06/30/2015 12:00:00 AM,Amaroo     ,FEMALE,21-30,338
06/30/2015 12:00:00 AM,Amaroo     ,FEMALE,31-40,551
06/30/2015 12:00:00 AM,Amaroo     ,FEMALE,41-50,574
06/30/2015 12:00:00 AM,Amaroo     ,FEMALE,51-60,235
06/30/2015 12:00:00 AM,Amaroo     ,FEMALE,60+,295
06/30/2015 12:00:00 AM,Amaroo     ,MALE,0-10,480
06/30/2015 12:00:00 AM,Amaroo     ,MALE,11-20,436
06/30/2015 12:00:00 AM,Amaroo     ,MALE,21-30,294
06/30/2015 12:00:00 AM,Amaroo     ,MALE,31-40,473
06/30/2015 12:00:00 AM,Amaroo     ,MALE,41-50,559
06/30/2015 12:00:00 AM,Amaroo     ,MALE,51-60,224
06/30/2015 12:00:00 AM,Amaroo     ,MALE,60+,259
06/30/2016 12:00:00 AM,Amaroo     ,FEMALE,0-10,600
06/30/2016 12:00:00 AM,Amaroo     ,FEMALE,11-20,452
06/30/2016 12:00:00 AM,Amaroo     ,FEMALE,21-30,331
06/30/2016 12:00:00 AM,Amaroo     ,FEMALE,31-40,546
06/30/2016 12:00:00 AM,Amaroo     ,FEMALE,41-50,591
06/30/2016 12:00:00 AM,Amaroo     ,FEMALE,51-60,239
06/30/2016 12:00:00 AM,Amaroo     ,FEMALE,60+,325
06/30/2016 12:00:00 AM,Amaroo     ,MALE,0-10,471
06/30/2016 12:00:00 AM,Amaroo     ,MALE,11-20,452
06/30/2016 12:00:00 AM,Amaroo     ,MALE,21-30,306
06/30/2016 12:00:00 AM,Amaroo     ,MALE,31-40,466
06/30/2016 12:00:00 AM,Amaroo     ,MALE,41-50,570
06/30/2016 12:00:00 AM,Amaroo     ,MALE,51-60,228
06/30/2016 12:00:00 AM,Amaroo     ,MALE,60+,272
06/30/2017 12:00:00 AM,Amaroo     ,FEMALE,0-10,599
06/30/2017 12:00:00 AM,Amaroo     ,FEMALE,11-20,446
06/30/2017 12:00:00 AM,Amaroo     ,FEMALE,21-30,333
06/30/2017 12:00:00 AM,Amaroo     ,FEMALE,31-40,539
06/30/2017 12:00:00 AM,Amaroo     ,FEMALE,41-50,606
06/30/2017 12:00:00 AM,Amaroo     ,FEMALE,51-60,241
06/30/2017 12:00:00 AM,Amaroo     ,FEMALE,60+,353
06/30/2017 12:00:00 AM,Amaroo     ,MALE,0-10,469
06/30/2017 12:00:00 AM,Amaroo     ,MALE,11-20,457
06/30/2017 12:00:00 AM,Amaroo     ,MALE,21-30,298
06/30/2017 12:00:00 AM,Amaroo     ,MALE,31-40,469
06/30/2017 12:00:00 AM,Amaroo     ,MALE,41-50,573
06/30/2017 12:00:00 AM,Amaroo     ,MALE,51-60,247
06/30/2017 12:00:00 AM,Amaroo     ,MALE,60+,283
06/30/2018 12:00:00 AM,Amaroo     ,FEMALE,0-10,594
06/30/2018 12:00:00 AM,Amaroo     ,FEMALE,11-20,448
06/30/2018 12:00:00 AM,Amaroo     ,FEMALE,21-30,329
06/30/2018 12:00:00 AM,Amaroo     ,FEMALE,31-40,538
06/30/2018 12:00:00 AM,Amaroo     ,FEMALE,41-50,615
06/30/2018 12:00:00 AM,Amaroo     ,FEMALE,51-60,242
06/30/2018 12:00:00 AM,Amaroo     ,FEMALE,60+,383
06/30/2018 12:00:00 AM,Amaroo     ,MALE,0-10,472
06/30/2018 12:00:00 AM,Amaroo     ,MALE,11-20,450
06/30/2018 12:00:00 AM,Amaroo     ,MALE,21-30,301
06/30/2018 12:00:00 AM,Amaroo     ,MALE,31-40,474
06/30/2018 12:00:00 AM,Amaroo     ,MALE,41-50,573
06/30/2018 12:00:00 AM,Amaroo     ,MALE,51-60,256
06/30/2018 12:00:00 AM,Amaroo     ,MALE,60+,303
06/30/2019 12:00:00 AM,Amaroo     ,FEMALE,0-10,590
06/30/2019 12:00:00 AM,Amaroo     ,FEMALE,11-20,451
06/30/2019 12:00:00 AM,Amaroo     ,FEMALE,21-30,321
06/30/2019 12:00:00 AM,Amaroo     ,FEMALE,31-40,549
06/30/2019 12:00:00 AM,Amaroo     ,FEMALE,41-50,614
06/30/2019 12:00:00 AM,Amaroo     ,FEMALE,51-60,251
06/30/2019 12:00:00 AM,Amaroo     ,FEMALE,60+,405
